"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-P","442","5749","DIGITAL SYSTEMS","Himebaugh,Bryce D","11","11"," 3.364"," 3.445","100","36.4","63.6","0.0","0.0","0","0","1","3","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-P","465","36028","SOFTWARE ENG FOR INFO SYS I","Seiffert,Kurt A","15","17"," 3.867"," 3.366","93.3","86.7","13.3","0.0","0.0","2","6","5","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-P","536","37182","ADVANCED OPERATING SYSTEMS","Swany,Martin","10","10"," 3.150"," 3.676","100","50.0","10.0","30.0","10.0","0","3","2","0","1","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-P","536","7452","ADVANCED OPERATING SYSTEMS","Swany,Martin","88","109"," 2.848"," 3.586","97.8","37.5","28.4","20.5","11.4","23","18","8","7","5","6","14","8","7","3","4","5","1","2","1","19","1","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-P","556","11261","APPLIED MACHINE LEARNING","Williamson,Donald S.","99","115"," 3.585"," 3.574","47.5","62.6","36.4","0.0","1.0","16","4","34","24","21","12","3","0","0","0","0","0","1","0","0","16","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-P","556","29287","APPLIED MACHINE LEARNING","Shanahan,James","49","55"," 3.671"," 3.683","18","61.2","36.7","2.0","0.0","6","16","14","0","13","5","0","0","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-P","556","36328","APPLIED MACHINE LEARNING","Shanahan,James","50","55"," 3.930"," 3.624","58","90.0","10.0","0.0","0.0","5","24","21","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-P","556","37185","APPLIED MACHINE LEARNING","Shanahan,James","49","55"," 3.886"," 3.652","59.2","83.7","16.3","0.0","0.0","6","21","20","0","8","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-P","565","36027","SOFTWARE ENGINEERING I","Seiffert,Kurt A","61","83"," 4.000"," 3.665","95.1","100.0","0.0","0.0","0.0","22","50","11","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-Y","390","1864","UNDERGRADUATE INDPT STUDY","Tobin-Hochstadt,Sam","19","22"," 3.837"," 3.360","95.5","78.9","21.1","0.0","0.0","3","4","11","0","3","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","8W1","Eight Week - First","CSCI","CSCI-Y","395","8098","CAREER DEVELPT FOR CSCI MAJORS","Russo,Nick","60","64"," 3.660"," 3.430","88.3","81.7","10.0","3.3","1.7","6","27","20","2","3","2","1","1","1","0","1","0","0","2","0","4","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","8W2","Eight Week - Second","CSCI","CSCI-Y","395","8099","CAREER DEVELPT FOR CSCI MAJORS","Russo,Nick","38","45"," 3.432"," 3.176","85.7","71.1","18.4","5.3","2.6","8","9","11","7","1","2","4","0","1","1","0","0","1","1","4","3","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-Y","790","6616","GRADUATE INDEPENDENT STUDY","Camp,L Jean","6","6"," 3.667"," 3.720","33.3","66.7","33.3","0.0","0.0","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2022",
"Spring 2022","4222","1","Regular Academic Session","CSCI","CSCI-Y","799","6354","COMPUTER SCIENCE COLLOQUIUM","Williamson,Donald S.","6","11"," 4.000"," 3.867","50","100.0","0.0","0.0","0.0","5","0","6","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-10-2022",
"Fall 2021","4218","13W","Thirteen Week","CSCI","CSCI-A","110","10351","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","66","90"," 3.380"," 2.983","1.3","71.2","13.6","6.1","1.5","29","29","14","4","2","5","2","2","1","1","0","1","0","5","13","11","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","13W","Thirteen Week","CSCI","CSCI-A","110","10352","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","50","69"," 3.720"," 3.102","1.8","80.0","16.0","2.0","0.0","20","28","9","3","3","5","0","0","1","0","0","0","0","1","6","13","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","13W","Thirteen Week","CSCI","CSCI-A","110","13894","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","33","42"," 3.297"," 2.801","0","66.7","18.2","6.1","0.0","12","15","4","3","1","2","3","1","1","0","0","0","0","3","6","3","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-A","201","10353","INTRODUCTION TO PROGRAMMING I","Hmeljak,Mitja","23","39"," 2.926"," 3.090","0","43.5","30.4","13.0","0.0","19","1","4","5","4","2","1","3","0","0","0","0","0","3","13","3","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-A","201","20888","INTRODUCTION TO PROGRAMMING I","Hmeljak,Mitja","14","24"," 3.093"," 2.949","4.2","57.1","14.3","14.3","7.1","11","3","4","1","1","0","1","2","0","0","0","1","0","1","10","0","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","8W1","Eight Week - First","CSCI","CSCI-A","290","13456","TOOLS FOR COMPUTING","Maidi,Chabane","11","16"," 3.909"," 3.036","50","90.9","9.1","0.0","0.0","5","5","5","0","0","1","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","8W2","Eight Week - Second","CSCI","CSCI-A","290","13457","TOOLS FOR COMPUTING","Maidi,Chabane","20","26"," 3.835"," 3.402","66.7","90.0","5.0","5.0","0.0","6","8","10","0","0","1","0","0","0","1","0","0","0","0","3","2","1","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","8W1","Eight Week - First","CSCI","CSCI-A","290","13890","TOOLS FOR COMPUTING","Whitmer,Jeff","10","14"," 3.240"," 3.189","72.7","60.0","30.0","0.0","0.0","5","2","1","3","1","2","0","0","0","0","0","0","0","1","1","3","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","8W2","Eight Week - Second","CSCI","CSCI-A","290","13893","TOOLS FOR COMPUTING","Whitmer,Jeff","16","20"," 3.275"," 3.236","76.5","62.5","18.8","6.3","12.5","4","1","7","2","1","2","0","0","1","0","0","1","1","0","1","3","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-A","310","44714","PROBLEM SOLVING USING DATA","German,Dan-Adrian","15","20"," 4.000"," 3.329","10.5","100.0","0.0","0.0","0.0","5","0","15","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-A","541","20150","COMPUTING&TECHNOLOGY BOOTCAMP","Seiffert,Kurt A","22","26"," 3.295"," 3.420","12","54.5","36.4","4.5","0.0","5","1","4","7","3","3","2","1","0","0","0","0","0","1","2","1","1","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","351","10365","INTRO ARTIFICIAL INTELLIGENCE","Wang,Yijie","60","94"," 3.117"," 3.221","64.4","40.0","43.3","11.7","3.3","35","9","9","6","7","11","8","1","3","3","0","1","1","1","27","7","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","355","44938","AUTONOMOUS ROBOTICS","Beer,Randall D","17","19"," 3.494"," 3.319","88.9","64.7","23.5","11.8","0.0","2","1","5","5","2","1","1","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","363","18075","BIOINFORMATICS ALGORITHMS","Tang,Haixu","10","15"," 3.430"," 3.273","53.8","60.0","20.0","20.0","0.0","5","0","4","2","1","1","0","2","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","365","18077","DATA ANALYSIS AND MINING","Liao,Xiaojing","65","82"," 3.200"," 3.210","55","53.8","29.2","7.7","1.5","22","20","8","7","8","8","3","3","1","1","0","1","0","5","14","2","0","0","1","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","401","15343","FUNDAMENTALS OF COMPUTG THEORY","Leivant,Daniel Maurice","34","40"," 2.865"," 3.237","82.1","35.3","23.5","38.2","0.0","7","2","6","4","4","2","2","5","3","5","0","0","0","1","5","1","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","403","15697","INTRO ALGORITHM DES & ANALYS","Rawlins,Gregory J.e.","42","42"," 3.079"," 3.384","88.1","47.6","26.2","21.4","2.4","1","6","6","8","3","4","4","4","1","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","430","19178","SECURITY FOR NETWORKED SYSTEMS","Kapadia,Apu","20","22"," 3.535"," 3.412","100","60.0","35.0","5.0","0.0","2","1","6","5","4","3","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","443","19828","INTRO TO COMPUTER ARCHITECTURE","Jiang,Lei","7","10"," 3.343"," 3.212","100","57.1","28.6","14.3","0.0","3","0","2","2","1","0","1","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","461","10366","DATABASE CONCEPTS","Siddiqui,Muazzam Ahmed","81","84"," 3.543"," 3.413","92.8","65.4","29.6","3.7","0.0","4","9","27","17","9","10","5","3","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","501","15730","THEORY OF COMPUTING","Leivant,Daniel Maurice","9","13"," 3.622"," 3.436","81.8","66.7","22.2","11.1","0.0","4","1","5","0","1","1","0","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","503","32481","ALGORITHMS DESIGN AND ANALYSIS","Chia,Nai Hui","25","34"," 3.580"," 3.368","76","64.0","36.0","0.0","0.0","9","4","2","10","5","4","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","505","18740","APPLIED ALGORITHMS","Kurban,Hasan","131","152"," 3.584"," 3.632","43.9","66.4","33.6","0.0","0.0","21","2","38","47","20","16","8","0","0","0","0","0","0","0","1","20","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","505","19074","APPLIED ALGORITHMS","Blanco Rodriguez,Saul Antonio","26","38"," 3.335"," 3.523","25.8","38.5","57.7","3.8","0.0","12","0","7","3","4","8","3","1","0","0","0","0","0","0","5","7","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","505","46346","APPLIED ALGORITHMS","Kurban,Hasan","149","156"," 3.631"," 3.604","68.5","69.1","28.9","2.0","0.0","7","5","65","33","14","25","4","3","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","521","10367","PROGRAMMING LANGUAGE PRINC","Friedman,Daniel P","10","26"," 4.000"," 3.838","90.9","100.0","0.0","0.0","0.0","16","8","2","0","0","0","0","0","0","0","0","0","0","0","1","15","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","544","19075","SECURITY FOR NETWORKED SYSTEMS","Huang,Yan","19","28"," 3.721"," 3.696","95","73.7","26.3","0.0","0.0","9","1","11","2","2","2","1","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","544","22406","SECURITY FOR NETWORKED SYSTEMS","Huang,Yan","26","32"," 3.835"," 3.752","100","84.6","15.4","0.0","0.0","6","4","13","5","4","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","546","46299","MALWARE: THREAT AND DEFENSE","Wang,Xiaofeng","13","16"," 3.877"," 3.736","84.6","92.3","7.7","0.0","0.0","3","1","8","3","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","551","17656","ELEM ARTIFICIAL INTELLIGENCE","Crandall,David","131","187"," 3.705"," 3.676","40","74.8","25.2","0.0","0.0","56","10","46","42","24","8","1","0","0","0","0","0","0","0","4","27","25","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","551","19072","ELEM ARTIFICIAL INTELLIGENCE","Crandall,David","86","149"," 3.533"," 3.574","46.7","59.3","38.4","1.2","0.0","64","9","22","20","18","12","3","1","0","0","0","0","0","1","14","29","19","0","0","0","0","0","1","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","555","17011","MACHINE LEARNING","Khardon,Roni","51","116"," 2.624"," 3.452","37.7","29.4","25.5","27.5","15.7","66","6","3","6","2","8","3","3","11","0","2","4","2","1","0","63","0","0","0","0","0","0","2","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","561","22016","ADVANCED DATABASE CONCEPTS","Van Gucht,Dirk","58","80"," 3.398"," 3.425","47.5","46.6","51.7","0.0","0.0","23","1","11","15","17","8","5","0","0","0","0","0","0","1","1","21","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","561","46947","ADVANCED DATABASE CONCEPTS","Van Gucht,Dirk","49","90"," 3.396"," 3.542","48.1","49.0","46.9","2.0","0.0","42","3","7","14","14","7","2","0","1","0","0","0","0","1","3","38","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","565","17450","DATA MINING","Ye,Yuzhen","50","76"," 3.622"," 3.646","35.8","74.0","22.0","4.0","0.0","26","5","16","16","5","4","2","1","0","1","0","0","0","0","2","23","1","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","565","47265","DATA MINING","Ye,Yuzhen","67","99"," 3.634"," 3.612","26.5","74.6","20.9","4.5","0.0","32","2","28","20","6","5","3","2","1","0","0","0","0","0","0","31","1","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","581","44739","ADVANCED COMPUTER GRAPHICS","Hmeljak,Mitja","6","13"," 3.350"," 3.406","100","50.0","50.0","0.0","0.0","7","1","1","1","0","1","2","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","609","44418","TPCS ALGORITHMS & COMP THEORY","Raphael,Christopher S.","6","29"," 4.000"," 3.680","100","100.0","0.0","0.0","0.0","23","0","6","0","0","0","0","0","0","0","0","0","0","0","2","21","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","649","20525","TOPICS IN SYSTEMS","Xing,Luyi","14","17"," 4.000"," 3.857","93.3","100.0","0.0","0.0","0.0","3","13","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","652","32485","CMPTR MODELS OF SYMBOLIC LRNG","Leake,David B.","11","14"," 4.000"," 3.851","92.9","100.0","0.0","0.0","0.0","3","0","11","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-B","659","16779","TOPICS ARTIFICIAL INTELLIGENCE","Hjortnaes,Nils","13","16"," 3.469"," 3.781","30.8","61.5","30.8","7.7","0.0","3","1","1","6","2","2","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","13W","Thirteen Week","CSCI","CSCI-C","102","19386","GREAT IDEAS IN COMPUTING","Pope,Charles E","13","19"," 2.569"," 2.891","12.5","53.8","0.0","7.7","30.8","7","3","2","2","0","0","0","0","1","0","0","4","0","1","3","3","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-C","200","18354","INTRO COMPUTERS & PROGRAMMING","Williamson,Donald S.","84","159"," 2.536"," 3.075","24.3","32.1","31.0","15.5","4.8","89","12","11","4","8","4","14","5","3","5","0","4","0","14","62","11","2","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-C","200","20901","INTRO COMPUTERS & PROGRAMMING","Brown,Geoffrey Morris","77","151"," 2.842"," 3.142","26.7","42.9","26.0","16.9","6.5","80","17","9","7","3","6","11","5","4","4","0","5","0","6","58","16","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-C","211","12754","INTRO TO COMPUTER SCIENCE","Shan,Chung-chieh","39","65"," 3.123"," 3.160","23.6","61.5","15.4","7.7","7.7","29","8","10","6","2","4","0","2","1","0","0","1","2","3","15","10","1","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-C","211","15092","INTRO TO COMPUTER SCIENCE","Shan,Chung-chieh","57","86"," 2.930"," 2.940","20.3","42.1","26.3","17.5","10.5","31","9","10","5","5","7","3","4","5","1","2","2","2","2","22","7","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-C","212","15733","INTRO TO SOFTWARE SYSTEMS","Siddiqui,Muazzam Ahmed","95","126"," 3.158"," 3.297","48.7","54.7","22.1","13.7","3.2","37","12","21","19","11","9","1","9","3","1","1","2","0","6","24","7","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-C","231","20350","INTRO: MATH OF CYBERSECURITY","Haghverdi,Esfandiar","20","29"," 2.610"," 3.041","77.8","50.0","10.0","15.0","10.0","12","4","2","4","0","1","1","0","1","2","1","1","0","3","7","2","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-C","241","10370","DISCRETE STRUCTURES FOR CSCI","Wennstrom,Erik Michael","77","92"," 2.626"," 3.317","62.2","28.6","36.4","14.3","13.0","21","6","8","8","8","8","12","5","5","1","4","4","2","6","13","2","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-C","241","16561","DISCRETE STRUCTURES FOR CSCI","Wennstrom,Erik Michael","62","80"," 2.305"," 3.058","49.4","27.4","24.2","21.0","14.5","26","2","7","8","2","4","9","4","4","5","2","4","3","8","15","3","0","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-C","291","17307","SYSTEM PROG WITH C AND UNIX","Seiffert,Kurt A","29","38"," 3.028"," 3.263","51.4","44.8","31.0","13.8","6.9","10","0","9","4","2","3","4","0","4","0","2","0","0","1","5","3","1","0","0","0","0","0","0","0","01-21-2022",
"Fall 2021","4218","1","Regular Academic Session","CSCI","CSCI-C","291","21426","SYSTEM PROG WITH C AND UNIX","Siddiqui,Muazzam Ahmed","33","36"," 3.327"," 3.307","77.1","63.6","21.2","6.1","6.1","4","1","14","6","3","2","2","1","0","1","1","1","0","1","2","1","0","0","0","0","0","0","0","0","01-21-2022",
